,bank.type,bank.value,bankLabel.xml:lang,bankLabel.type,bankLabel.value,countryLabel.xml:lang,countryLabel.type,countryLabel.value,instanceLabel.xml:lang,instanceLabel.type,instanceLabel.value,viafid.type,viafid.value,deathyear.datatype,deathyear.type,deathyear.value,website.type,website.value,bankDescription.xml:lang,bankDescription.type,bankDescription.value,bankAltLabel.xml:lang,bankAltLabel.type,bankAltLabel.value,twitter.type,twitter.value,isin.type,isin.value,gid.type,gid.value,permid.type,permid.value,parent.type,parent.value,lei.type,lei.value
2231,uri,http://www.wikidata.org/entity/Q20106925,,literal,Q20106925,en,literal,Spain,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,1969,,,,,,,,,,,,,literal,/g/12214kxmq,,,,,,
2232,uri,http://www.wikidata.org/entity/Q20106925,,literal,Q20106925,en,literal,Spain,en,literal,business,,,http://www.w3.org/2001/XMLSchema#integer,literal,1969,,,,,,,,,,,,,literal,/g/12214kxmq,,,,,,
2233,uri,http://www.wikidata.org/entity/Q20107285,en,literal,Banc de Palafrugell,en,literal,Spain,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,1929,,,,,,,,,,,,,literal,/g/11b7rp8l3x,,,,,,
2234,uri,http://www.wikidata.org/entity/Q20107285,en,literal,Banc de Palafrugell,en,literal,Spain,en,literal,business,,,http://www.w3.org/2001/XMLSchema#integer,literal,1929,,,,,,,,,,,,,literal,/g/11b7rp8l3x,,,,,,
2235,uri,http://www.wikidata.org/entity/Q20107784,,literal,Q20107784,en,literal,Spain,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,1900,,,,,,,,,,,,,literal,/g/1yg4dffg3,,,,,,
2236,uri,http://www.wikidata.org/entity/Q20107784,,literal,Q20107784,en,literal,Spain,en,literal,business,,,http://www.w3.org/2001/XMLSchema#integer,literal,1900,,,,,,,,,,,,,literal,/g/1yg4dffg3,,,,,,
2237,uri,http://www.wikidata.org/entity/Q21091229,en,literal,Banco Exterior de España,en,literal,Spain,en,literal,bank,literal,157073286,http://www.w3.org/2001/XMLSchema#integer,literal,1991,,,en,literal,Spanish bank that existed between 1928 and 1991,,,,,,,,literal,/g/12fgs8dpz,,,,,,
2238,uri,http://www.wikidata.org/entity/Q21091229,en,literal,Banco Exterior de España,en,literal,Spain,en,literal,business,literal,157073286,http://www.w3.org/2001/XMLSchema#integer,literal,1991,,,en,literal,Spanish bank that existed between 1928 and 1991,,,,,,,,literal,/g/12fgs8dpz,,,,,,
2239,uri,http://www.wikidata.org/entity/Q21091229,en,literal,Banco Exterior de España,en,literal,Spain,en,literal,enterprise,literal,157073286,http://www.w3.org/2001/XMLSchema#integer,literal,1991,,,en,literal,Spanish bank that existed between 1928 and 1991,,,,,,,,literal,/g/12fgs8dpz,,,,,,
2240,uri,http://www.wikidata.org/entity/Q76970200,,literal,Q76970200,en,literal,Sweden,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,1980,,,,,,,,,,,,,,,,,,,,
2241,uri,http://www.wikidata.org/entity/Q78198901,,literal,Q78198901,en,literal,Sweden,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,1965,,,,,,,,,,,,,,,,,,,,
2242,uri,http://www.wikidata.org/entity/Q97570857,,literal,Q97570857,en,literal,Sweden,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,1943,,,,,,,,,,,,,,,,,,,,
2243,uri,http://www.wikidata.org/entity/Q97579719,,literal,Q97579719,en,literal,Sweden,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,1986,,,,,,,,,,,,,,,,,,,,
2244,uri,http://www.wikidata.org/entity/Q104696750,,literal,Q104696750,en,literal,Sweden,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,1914,,,,,,,,,,,,,,,,,,,,
2245,uri,http://www.wikidata.org/entity/Q105765828,en,literal,AB Kreditkassan av år 1922,en,literal,Sweden,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,1937,,,en,literal,Swedish crisis banks support institution,,,,,,,,,,,,,,,
2246,uri,http://www.wikidata.org/entity/Q105983810,,literal,Q105983810,en,literal,Sweden,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,1917,,,,,,,,,,,,,,,,,,,,
2247,uri,http://www.wikidata.org/entity/Q107508202,en,literal,Donskoy Narodny Bank,en,literal,Russia,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,2010,,,en,literal,Russian commercial bank,,,,,,,,,,,,,,,
2248,uri,http://www.wikidata.org/entity/Q107616181,,literal,Q107616181,en,literal,Russia,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,2017,,,,,,,,,,,,,,,,,,,,
2249,uri,http://www.wikidata.org/entity/Q7890771,en,literal,United States National Bank,en,literal,United States of America,en,literal,bank,literal,168272760,http://www.w3.org/2001/XMLSchema#integer,literal,2000,,,,,,,,,,,,,,,,,,,,
2250,uri,http://www.wikidata.org/entity/Q16959074,en,literal,United Financial Bancorp,en,literal,United States of America,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,2019,uri,http://www.unitedfinancialinc.com/,en,literal,American holding company,en,literal,United Bank,,,,,,,,,,,,
2251,uri,http://www.wikidata.org/entity/Q16959074,en,literal,United Financial Bancorp,en,literal,United States of America,en,literal,public company,,,http://www.w3.org/2001/XMLSchema#integer,literal,2019,uri,http://www.unitedfinancialinc.com/,en,literal,American holding company,en,literal,United Bank,,,,,,,,,,,,
2252,uri,http://www.wikidata.org/entity/Q16959074,en,literal,United Financial Bancorp,en,literal,United States of America,en,literal,business,,,http://www.w3.org/2001/XMLSchema#integer,literal,2019,uri,http://www.unitedfinancialinc.com/,en,literal,American holding company,en,literal,United Bank,,,,,,,,,,,,
2253,uri,http://www.wikidata.org/entity/Q16959074,en,literal,United Financial Bancorp,en,literal,United States of America,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,2019,uri,https://www.bankatunited.com/,en,literal,American holding company,en,literal,United Bank,,,,,,,,,,,,
2254,uri,http://www.wikidata.org/entity/Q16959074,en,literal,United Financial Bancorp,en,literal,United States of America,en,literal,public company,,,http://www.w3.org/2001/XMLSchema#integer,literal,2019,uri,https://www.bankatunited.com/,en,literal,American holding company,en,literal,United Bank,,,,,,,,,,,,
2255,uri,http://www.wikidata.org/entity/Q16959074,en,literal,United Financial Bancorp,en,literal,United States of America,en,literal,business,,,http://www.w3.org/2001/XMLSchema#integer,literal,2019,uri,https://www.bankatunited.com/,en,literal,American holding company,en,literal,United Bank,,,,,,,,,,,,
2256,uri,http://www.wikidata.org/entity/Q75713548,en,literal,TJSB Sahakari Bank,en,literal,India,en,literal,business,,,,,,uri,https://www.tjsbbank.co.in/,,,,,,,,,,,,,,,,,,
2257,uri,http://www.wikidata.org/entity/Q76514597,en,literal,DBS  Bank India,en,literal,India,en,literal,bank,,,,,,uri,https://www.dbs.com/in/index/default.page,en,literal,bank in India,,,,,,,,,,,,,,,
2258,uri,http://www.wikidata.org/entity/Q20105498,,literal,Q20105498,en,literal,Spain,en,literal,business,,,,,,,,,,,,,,,,,,literal,/g/1yg4dc6b7,,,,,,
2259,uri,http://www.wikidata.org/entity/Q20105895,,literal,Q20105895,en,literal,Spain,en,literal,bank,,,,,,,,,,,,,,,,,,literal,/g/11b7sjn179,,,,,,
2260,uri,http://www.wikidata.org/entity/Q20105895,,literal,Q20105895,en,literal,Spain,en,literal,business,,,,,,,,,,,,,,,,,,literal,/g/11b7sjn179,,,,,,
2261,uri,http://www.wikidata.org/entity/Q20908850,en,literal,Unicaja Banco,en,literal,Spain,en,literal,bank,,,,,,uri,https://www.unicajabanco.es,es,literal,entidad financiera española con sede en Málaga,,,,,,literal,ES0180907000,literal,/g/11b6rh6y4z,,,,,literal,5493007SJLLCTM6J6M37
2262,uri,http://www.wikidata.org/entity/Q20908850,en,literal,Unicaja Banco,en,literal,Spain,en,literal,business,,,,,,uri,https://www.unicajabanco.es,es,literal,entidad financiera española con sede en Málaga,,,,,,literal,ES0180907000,literal,/g/11b6rh6y4z,,,,,literal,5493007SJLLCTM6J6M37
2263,uri,http://www.wikidata.org/entity/Q21081753,,literal,Q21081753,en,literal,Spain,en,literal,bank,,,,,,,,,,,,,,,,,,literal,/g/11bw51p600,,,,,,
2264,uri,http://www.wikidata.org/entity/Q21081753,,literal,Q21081753,en,literal,Spain,en,literal,business,,,,,,,,,,,,,,,,,,literal,/g/11bw51p600,,,,,,
2265,uri,http://www.wikidata.org/entity/Q24229392,en,literal,"Caja Castilla La Mancha, Toledo",en,literal,Spain,en,literal,bank,,,,,,,,en,literal,"bank in Toledo, Spain",,,,,,,,,,,,,,,
2266,uri,http://www.wikidata.org/entity/Q61270897,,literal,Q61270897,en,literal,Sweden,en,literal,bank,,,,,,,,,,,,,,,,,,,,,,,,,
2267,uri,http://www.wikidata.org/entity/Q98636349,en,literal,Karlskoga härads sparbank,en,literal,Sweden,en,literal,bank,,,,,,,,,,,,,,,,,,,,,,,,,
2268,uri,http://www.wikidata.org/entity/Q98688634,,literal,Q98688634,en,literal,Sweden,en,literal,bank,,,,,,,,,,,,,,,,,,,,,,,,,
2269,uri,http://www.wikidata.org/entity/Q101002624,,literal,Q101002624,en,literal,Sweden,en,literal,bank,,,,,,uri,https://www.northmill.com/se/,,,,,,,,,,,,,,,,,,
2270,uri,http://www.wikidata.org/entity/Q105687965,en,literal,Jämtlands Folkbank,en,literal,Sweden,en,literal,bank,,,,,,,,en,literal,earlier Swedish commercial bank,,,,,,,,,,,,,,,
2271,uri,http://www.wikidata.org/entity/Q105763474,en,literal,Smålands Bank,en,literal,Sweden,en,literal,bank,,,,,,,,en,literal,earlier Swedish Commercial Bank,,,,,,,,,,,,,,,
2272,uri,http://www.wikidata.org/entity/Q38928,en,literal,PNC Financial Services,en,literal,United States of America,en,literal,bank,literal,138738904,,,,uri,https://www.pnc.com/,en,literal,North American bank,en,literal,PNC,literal,pncbank,literal,US6934751057,,,literal,4295904676,,,literal,CFGNEKW0P8842LEUIA51
2273,uri,http://www.wikidata.org/entity/Q38928,en,literal,PNC Financial Services,en,literal,United States of America,en,literal,credit institution,literal,138738904,,,,uri,https://www.pnc.com/,en,literal,North American bank,en,literal,PNC,literal,pncbank,literal,US6934751057,,,literal,4295904676,,,literal,CFGNEKW0P8842LEUIA51
2274,uri,http://www.wikidata.org/entity/Q38928,en,literal,PNC Financial Services,en,literal,United States of America,en,literal,public company,literal,138738904,,,,uri,https://www.pnc.com/,en,literal,North American bank,en,literal,PNC,literal,pncbank,literal,US6934751057,,,literal,4295904676,,,literal,CFGNEKW0P8842LEUIA51
2275,uri,http://www.wikidata.org/entity/Q38928,en,literal,PNC Financial Services,en,literal,United States of America,en,literal,business,literal,138738904,,,,uri,https://www.pnc.com/,en,literal,North American bank,en,literal,PNC,literal,pncbank,literal,US6934751057,,,literal,4295904676,,,literal,CFGNEKW0P8842LEUIA51
2276,uri,http://www.wikidata.org/entity/Q38928,en,literal,PNC Financial Services,en,literal,United States of America,en,literal,enterprise,literal,138738904,,,,uri,https://www.pnc.com/,en,literal,North American bank,en,literal,PNC,literal,pncbank,literal,US6934751057,,,literal,4295904676,,,literal,CFGNEKW0P8842LEUIA51
2277,uri,http://www.wikidata.org/entity/Q313966,en,literal,Dexia,en,literal,Belgium,en,literal,bank,literal,129925272,,,,uri,http://www.dexia.com,en,literal,bank,fr,literal,"Banque Dexia, Crédit Communal de Belgique",,,literal,BE0003796134,,,,,,,literal,D3K6HXMBBB6SK9OXH394
2278,uri,http://www.wikidata.org/entity/Q313966,en,literal,Dexia,en,literal,Belgium,en,literal,business,literal,129925272,,,,uri,http://www.dexia.com,en,literal,bank,fr,literal,"Banque Dexia, Crédit Communal de Belgique",,,literal,BE0003796134,,,,,,,literal,D3K6HXMBBB6SK9OXH394
2279,uri,http://www.wikidata.org/entity/Q744149,en,literal,Wells Fargo,en,literal,United States of America,en,literal,bank,literal,132150619,,,,uri,http://www.wellsfargo.com,en,literal,American multinational banking and financial services company,en,literal,"Wells Fargo & Company, Wells Fargo Bank",literal,WellsFargo,literal,US9497461015,,,literal,8589934175,,,literal,PBLD0EJDB5FWOLXP3B76
2280,uri,http://www.wikidata.org/entity/Q744149,en,literal,Wells Fargo,en,literal,United States of America,en,literal,financial institution,literal,132150619,,,,uri,http://www.wellsfargo.com,en,literal,American multinational banking and financial services company,en,literal,"Wells Fargo & Company, Wells Fargo Bank",literal,WellsFargo,literal,US9497461015,,,literal,8589934175,,,literal,PBLD0EJDB5FWOLXP3B76
2281,uri,http://www.wikidata.org/entity/Q744149,en,literal,Wells Fargo,en,literal,United States of America,en,literal,public company,literal,132150619,,,,uri,http://www.wellsfargo.com,en,literal,American multinational banking and financial services company,en,literal,"Wells Fargo & Company, Wells Fargo Bank",literal,WellsFargo,literal,US9497461015,,,literal,8589934175,,,literal,PBLD0EJDB5FWOLXP3B76
2282,uri,http://www.wikidata.org/entity/Q744149,en,literal,Wells Fargo,en,literal,United States of America,en,literal,business,literal,132150619,,,,uri,http://www.wellsfargo.com,en,literal,American multinational banking and financial services company,en,literal,"Wells Fargo & Company, Wells Fargo Bank",literal,WellsFargo,literal,US9497461015,,,literal,8589934175,,,literal,PBLD0EJDB5FWOLXP3B76
2283,uri,http://www.wikidata.org/entity/Q744149,en,literal,Wells Fargo,en,literal,United States of America,en,literal,enterprise,literal,132150619,,,,uri,http://www.wellsfargo.com,en,literal,American multinational banking and financial services company,en,literal,"Wells Fargo & Company, Wells Fargo Bank",literal,WellsFargo,literal,US9497461015,,,literal,8589934175,,,literal,PBLD0EJDB5FWOLXP3B76
2284,uri,http://www.wikidata.org/entity/Q744149,en,literal,Wells Fargo,en,literal,United States of America,en,literal,bank,literal,153241006,,,,uri,http://www.wellsfargo.com,en,literal,American multinational banking and financial services company,en,literal,"Wells Fargo & Company, Wells Fargo Bank",literal,WellsFargo,literal,US9497461015,,,literal,8589934175,,,literal,PBLD0EJDB5FWOLXP3B76
2285,uri,http://www.wikidata.org/entity/Q744149,en,literal,Wells Fargo,en,literal,United States of America,en,literal,financial institution,literal,153241006,,,,uri,http://www.wellsfargo.com,en,literal,American multinational banking and financial services company,en,literal,"Wells Fargo & Company, Wells Fargo Bank",literal,WellsFargo,literal,US9497461015,,,literal,8589934175,,,literal,PBLD0EJDB5FWOLXP3B76
2286,uri,http://www.wikidata.org/entity/Q744149,en,literal,Wells Fargo,en,literal,United States of America,en,literal,public company,literal,153241006,,,,uri,http://www.wellsfargo.com,en,literal,American multinational banking and financial services company,en,literal,"Wells Fargo & Company, Wells Fargo Bank",literal,WellsFargo,literal,US9497461015,,,literal,8589934175,,,literal,PBLD0EJDB5FWOLXP3B76
2287,uri,http://www.wikidata.org/entity/Q744149,en,literal,Wells Fargo,en,literal,United States of America,en,literal,business,literal,153241006,,,,uri,http://www.wellsfargo.com,en,literal,American multinational banking and financial services company,en,literal,"Wells Fargo & Company, Wells Fargo Bank",literal,WellsFargo,literal,US9497461015,,,literal,8589934175,,,literal,PBLD0EJDB5FWOLXP3B76
2288,uri,http://www.wikidata.org/entity/Q744149,en,literal,Wells Fargo,en,literal,United States of America,en,literal,enterprise,literal,153241006,,,,uri,http://www.wellsfargo.com,en,literal,American multinational banking and financial services company,en,literal,"Wells Fargo & Company, Wells Fargo Bank",literal,WellsFargo,literal,US9497461015,,,literal,8589934175,,,literal,PBLD0EJDB5FWOLXP3B76
2289,uri,http://www.wikidata.org/entity/Q795486,en,literal,Truist Financial,en,literal,United States of America,en,literal,bank,literal,138439186,,,,uri,https://www.truist.com/,en,literal,"American bank holding company, formerly known as BB&T Corporation",en,literal,"BBT, BB&T Corporation, Branch Banking and Trust Company",literal,TruistNews,literal,US89832Q1094,,,literal,4296507393,,,literal,JJKC32MCHWDI71265Z06
2290,uri,http://www.wikidata.org/entity/Q795486,en,literal,Truist Financial,en,literal,United States of America,en,literal,public company,literal,138439186,,,,uri,https://www.truist.com/,en,literal,"American bank holding company, formerly known as BB&T Corporation",en,literal,"BBT, BB&T Corporation, Branch Banking and Trust Company",literal,TruistNews,literal,US89832Q1094,,,literal,4296507393,,,literal,JJKC32MCHWDI71265Z06
2291,uri,http://www.wikidata.org/entity/Q795486,en,literal,Truist Financial,en,literal,United States of America,en,literal,bank holding company,literal,138439186,,,,uri,https://www.truist.com/,en,literal,"American bank holding company, formerly known as BB&T Corporation",en,literal,"BBT, BB&T Corporation, Branch Banking and Trust Company",literal,TruistNews,literal,US89832Q1094,,,literal,4296507393,,,literal,JJKC32MCHWDI71265Z06
2292,uri,http://www.wikidata.org/entity/Q795486,en,literal,Truist Financial,en,literal,United States of America,en,literal,business,literal,138439186,,,,uri,https://www.truist.com/,en,literal,"American bank holding company, formerly known as BB&T Corporation",en,literal,"BBT, BB&T Corporation, Branch Banking and Trust Company",literal,TruistNews,literal,US89832Q1094,,,literal,4296507393,,,literal,JJKC32MCHWDI71265Z06
2293,uri,http://www.wikidata.org/entity/Q795486,en,literal,Truist Financial,en,literal,United States of America,en,literal,enterprise,literal,138439186,,,,uri,https://www.truist.com/,en,literal,"American bank holding company, formerly known as BB&T Corporation",en,literal,"BBT, BB&T Corporation, Branch Banking and Trust Company",literal,TruistNews,literal,US89832Q1094,,,literal,4296507393,,,literal,JJKC32MCHWDI71265Z06
2294,uri,http://www.wikidata.org/entity/Q7881772,en,literal,Umpqua Holdings Corporation,en,literal,United States of America,en,literal,bank,,,,,,uri,https://www.umpquabank.com/,en,literal,American financial holding company based in Oregon,en,literal,Umpqua Bank,literal,umpquabank,,,,,,,,,,
2295,uri,http://www.wikidata.org/entity/Q7881772,en,literal,Umpqua Holdings Corporation,en,literal,United States of America,en,literal,holding company,,,,,,uri,https://www.umpquabank.com/,en,literal,American financial holding company based in Oregon,en,literal,Umpqua Bank,literal,umpquabank,,,,,,,,,,
2296,uri,http://www.wikidata.org/entity/Q7881772,en,literal,Umpqua Holdings Corporation,en,literal,United States of America,en,literal,financial institution,,,,,,uri,https://www.umpquabank.com/,en,literal,American financial holding company based in Oregon,en,literal,Umpqua Bank,literal,umpquabank,,,,,,,,,,
2297,uri,http://www.wikidata.org/entity/Q7881772,en,literal,Umpqua Holdings Corporation,en,literal,United States of America,en,literal,public company,,,,,,uri,https://www.umpquabank.com/,en,literal,American financial holding company based in Oregon,en,literal,Umpqua Bank,literal,umpquabank,,,,,,,,,,
2298,uri,http://www.wikidata.org/entity/Q7881772,en,literal,Umpqua Holdings Corporation,en,literal,United States of America,en,literal,business,,,,,,uri,https://www.umpquabank.com/,en,literal,American financial holding company based in Oregon,en,literal,Umpqua Bank,literal,umpquabank,,,,,,,,,,
2299,uri,http://www.wikidata.org/entity/Q7894523,en,literal,University Bank,en,literal,United States of America,en,literal,bank,,,,,,uri,http://www.university-bank.com/,,,,,,,,,,,,,literal,5000184586,,,literal,549300IFOE4SCP384147
2300,uri,http://www.wikidata.org/entity/Q7960224,en,literal,Wainwright Bank,en,literal,United States of America,en,literal,bank,,,,,,uri,http://www.wainwrightbank.com,,,,,,,,,,,,,,,,,,
2301,uri,http://www.wikidata.org/entity/Q7960224,en,literal,Wainwright Bank,en,literal,United States of America,en,literal,public company,,,,,,uri,http://www.wainwrightbank.com,,,,,,,,,,,,,,,,,,
2302,uri,http://www.wikidata.org/entity/Q7960224,en,literal,Wainwright Bank,en,literal,United States of America,en,literal,business,,,,,,uri,http://www.wainwrightbank.com,,,,,,,,,,,,,,,,,,
2303,uri,http://www.wikidata.org/entity/Q7971859,en,literal,WaFd Bank,en,literal,United States of America,en,literal,bank,,,,,,uri,http://www.wafdbank.com,en,literal,"American bank holding company based in Seattle, Washington",en,literal,Washington Federal,literal,WAFDbank,,,,,,,,,,
2304,uri,http://www.wikidata.org/entity/Q7971859,en,literal,WaFd Bank,en,literal,United States of America,en,literal,holding company,,,,,,uri,http://www.wafdbank.com,en,literal,"American bank holding company based in Seattle, Washington",en,literal,Washington Federal,literal,WAFDbank,,,,,,,,,,
2305,uri,http://www.wikidata.org/entity/Q7971859,en,literal,WaFd Bank,en,literal,United States of America,en,literal,financial institution,,,,,,uri,http://www.wafdbank.com,en,literal,"American bank holding company based in Seattle, Washington",en,literal,Washington Federal,literal,WAFDbank,,,,,,,,,,
2306,uri,http://www.wikidata.org/entity/Q7971859,en,literal,WaFd Bank,en,literal,United States of America,en,literal,public company,,,,,,uri,http://www.wafdbank.com,en,literal,"American bank holding company based in Seattle, Washington",en,literal,Washington Federal,literal,WAFDbank,,,,,,,,,,
2307,uri,http://www.wikidata.org/entity/Q7971859,en,literal,WaFd Bank,en,literal,United States of America,en,literal,business,,,,,,uri,http://www.wafdbank.com,en,literal,"American bank holding company based in Seattle, Washington",en,literal,Washington Federal,literal,WAFDbank,,,,,,,,,,
2308,uri,http://www.wikidata.org/entity/Q7983629,en,literal,WesBanco,en,literal,United States of America,en,literal,bank,,,,,,uri,https://www.wesbanco.com/,en,literal,American bank holding company,en,literal,"WesBanco Bank, WesBanco Bank, Inc.",literal,wesbanco,,,,,,,,,literal,QGPGHQ1ENZOOLJRFTH41
2309,uri,http://www.wikidata.org/entity/Q7983629,en,literal,WesBanco,en,literal,United States of America,en,literal,holding company,,,,,,uri,https://www.wesbanco.com/,en,literal,American bank holding company,en,literal,"WesBanco Bank, WesBanco Bank, Inc.",literal,wesbanco,,,,,,,,,literal,QGPGHQ1ENZOOLJRFTH41
2310,uri,http://www.wikidata.org/entity/Q7983629,en,literal,WesBanco,en,literal,United States of America,en,literal,financial institution,,,,,,uri,https://www.wesbanco.com/,en,literal,American bank holding company,en,literal,"WesBanco Bank, WesBanco Bank, Inc.",literal,wesbanco,,,,,,,,,literal,QGPGHQ1ENZOOLJRFTH41
2311,uri,http://www.wikidata.org/entity/Q7983629,en,literal,WesBanco,en,literal,United States of America,en,literal,public company,,,,,,uri,https://www.wesbanco.com/,en,literal,American bank holding company,en,literal,"WesBanco Bank, WesBanco Bank, Inc.",literal,wesbanco,,,,,,,,,literal,QGPGHQ1ENZOOLJRFTH41
2312,uri,http://www.wikidata.org/entity/Q7983629,en,literal,WesBanco,en,literal,United States of America,en,literal,business,,,,,,uri,https://www.wesbanco.com/,en,literal,American bank holding company,en,literal,"WesBanco Bank, WesBanco Bank, Inc.",literal,wesbanco,,,,,,,,,literal,QGPGHQ1ENZOOLJRFTH41
2313,uri,http://www.wikidata.org/entity/Q8021185,en,literal,Williamsburgh Savings Bank,en,literal,United States of America,en,literal,bank,literal,143375713,,,,,,,,,,,,,,,,,,,,,,,
2314,uri,http://www.wikidata.org/entity/Q16899573,en,literal,Safety Fund National Bank,en,literal,United States of America,en,literal,bank,,,,,,,,,,,,,,,,,,,,,,,,,
2315,uri,http://www.wikidata.org/entity/Q16958644,en,literal,City National Bank of Florida,en,literal,United States of America,en,literal,bank,,,,,,uri,https://www.citynationalcm.com/,en,literal,"bank in Florida, United States",en,literal,"CNB, City National Bank",literal,CityNationalFL,,,,,literal,4296586529,uri,http://www.wikidata.org/entity/Q2882083,literal,GDN5JXQ4P5NZE28ZRC90
2316,uri,http://www.wikidata.org/entity/Q16958644,en,literal,City National Bank of Florida,en,literal,United States of America,en,literal,financial institution,,,,,,uri,https://www.citynationalcm.com/,en,literal,"bank in Florida, United States",en,literal,"CNB, City National Bank",literal,CityNationalFL,,,,,literal,4296586529,uri,http://www.wikidata.org/entity/Q2882083,literal,GDN5JXQ4P5NZE28ZRC90
2317,uri,http://www.wikidata.org/entity/Q16958644,en,literal,City National Bank of Florida,en,literal,United States of America,en,literal,business,,,,,,uri,https://www.citynationalcm.com/,en,literal,"bank in Florida, United States",en,literal,"CNB, City National Bank",literal,CityNationalFL,,,,,literal,4296586529,uri,http://www.wikidata.org/entity/Q2882083,literal,GDN5JXQ4P5NZE28ZRC90
2318,uri,http://www.wikidata.org/entity/Q16976594,en,literal,Fulton Bank,en,literal,United States of America,en,literal,bank,,,,,,uri,https://www.fultonbank.com/,en,literal,regional financial services holding company,en,literal,Fulton Financial Corporation,literal,FultonBank,,,literal,/g/11bc60c2ph,,,,,,
2319,uri,http://www.wikidata.org/entity/Q16976594,en,literal,Fulton Bank,en,literal,United States of America,en,literal,financial institution,,,,,,uri,https://www.fultonbank.com/,en,literal,regional financial services holding company,en,literal,Fulton Financial Corporation,literal,FultonBank,,,literal,/g/11bc60c2ph,,,,,,
2320,uri,http://www.wikidata.org/entity/Q16976594,en,literal,Fulton Bank,en,literal,United States of America,en,literal,business,,,,,,uri,https://www.fultonbank.com/,en,literal,regional financial services holding company,en,literal,Fulton Financial Corporation,literal,FultonBank,,,literal,/g/11bc60c2ph,,,,,,
2321,uri,http://www.wikidata.org/entity/Q16993230,en,literal,Fidelity Trust Company,en,literal,United States of America,en,literal,bank,literal,154838230,,,,,,it,literal,banca statunitense,,,,,,,,,,,,,,,
2322,uri,http://www.wikidata.org/entity/Q16993230,en,literal,Fidelity Trust Company,en,literal,United States of America,en,literal,business,literal,154838230,,,,,,it,literal,banca statunitense,,,,,,,,,,,,,,,
2323,uri,http://www.wikidata.org/entity/Q16993384,en,literal,First National Bank of Layton,en,literal,United States of America,en,literal,bank,,,,,,,,,,,,,,,,,,,,,,,,,
2324,uri,http://www.wikidata.org/entity/Q16993517,en,literal,Florida Community Bank,en,literal,United States of America,en,literal,bank,,,,,,uri,https://www.floridacommunitybank.com,en,literal,"bank operating in Florida, United States of America",en,literal,FCB,,,,,,,,,,,,
2325,uri,http://www.wikidata.org/entity/Q17018996,en,literal,First National Bank,en,literal,United States of America,en,literal,bank,,,,,,,,en,literal,"bank in Philadelphia, Pennsylvania, United States",,,,,,,,,,,,,,,
2326,uri,http://www.wikidata.org/entity/Q17018996,en,literal,First National Bank,en,literal,United States of America,en,literal,business,,,,,,,,en,literal,"bank in Philadelphia, Pennsylvania, United States",,,,,,,,,,,,,,,
2327,uri,http://www.wikidata.org/entity/Q17080730,en,literal,Sarasota Bank,en,literal,United States of America,en,literal,bank,,,,,,,,,,,,,,,,,,,,,,,,,
2328,uri,http://www.wikidata.org/entity/Q17081131,en,literal,MidFirst Bank,en,literal,United States of America,en,literal,bank,literal,232379867,,,,uri,https://www.midfirst.com/,en,literal,Bank in Oklahoma,en,literal,Mid First Bank,literal,MidFirst,,,,,literal,4297406974,,,literal,337KMNHEWWWR6B7Q7W10
2329,uri,http://www.wikidata.org/entity/Q8241244,en,literal,Banco Herrero,en,literal,Spain,en,literal,bank,literal,295742386,http://www.w3.org/2001/XMLSchema#integer,literal,2002,uri,http://www.bancoherrero.com/,es,literal,"banco de Asturias, España; desaparecido",,,,,,,,literal,/g/122914pc,,,,,,
2330,uri,http://www.wikidata.org/entity/Q8241246,en,literal,Banc Hispano Colonial,en,literal,Spain,en,literal,bank,literal,142516686,http://www.w3.org/2001/XMLSchema#integer,literal,1950,,,,,,,,,,,,,literal,/g/1234bk_7,,,,,,
2331,uri,http://www.wikidata.org/entity/Q8241311,es,literal,Banco de Cataluña,en,literal,Spain,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,1931,,,,,,,,,,,,,literal,/g/12289163,,,,,,
2332,uri,http://www.wikidata.org/entity/Q12302859,,literal,Q12302859,en,literal,Denmark,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,2008,,,,,,,,,,,,,,,,,,,,
2333,uri,http://www.wikidata.org/entity/Q2882881,en,literal,Banque Adam,en,literal,France,en,literal,bank,literal,156492717,http://www.w3.org/2001/XMLSchema#integer,literal,1930,,,fr,literal,établissement financier français,,,,,,,,literal,/g/120z_nyy,,,,,,
